material_id,formula_pretty,formula_anonymous,band_gap,energy_above_hull,density,volume,nsites,nelements,elements,crystal_system,spacegroup_symbol,spacegroup_number,status,error
mp-1001112,Na2H3CO6,AB2C3D6,3.8185,0.2614723121180571,2.0804817615839246,1002.5447201014831,96,4,"C,H,Na,O",Orthorhombic,Pbca,61,ok,
mp-1002069,NaLiICl,ABCD,4.1874,0.1903131068749997,3.0686168694521196,104.05408931851647,4,4,"Cl,I,Li,Na",Tetragonal,P4/mmm,123,ok,
mp-1002081,KNaICl,ABCD,4.0097000000000005,0.16933162999999984,2.686613501690639,138.72504794036223,4,4,"Cl,I,K,Na",Tetragonal,P4/mmm,123,ok,
mp-1007637,KNaH2,ABC2,2.5015,0.055387610000000365,1.3933364084585858,76.39728037342103,4,3,"H,K,Na",Tetragonal,P4/mmm,123,ok,
mp-1009220,NaH,AB,1.0315999999999999,0.15742719500000035,1.544158081623943,25.806382324610148,2,2,"H,Na",Cubic,Pm-3m,221,ok,
mp-1011834,Na2CoP2O7,AB2C2D7,3.0065,0.029714687361117598,3.0937674907447605,598.6893062502432,48,4,"Co,Na,O,P",Triclinic,P1,1,ok,
mp-1011858,Na2CoP2O7,AB2C2D7,2.6830999999999996,0.040534906944451166,2.826610368562233,655.2744351799956,48,4,"Co,Na,O,P",Orthorhombic,Pnma,62,ok,
mp-1011860,Na2CoP2O7,AB2C2D7,3.0133,0.006010801319450643,2.887060627880758,641.5540757428239,48,4,"Co,Na,O,P",Monoclinic,P2_1/c,14,ok,
mp-1012678,NaMo3P3O13,AB3C3D13,1.4710999999999999,0.004734013291665562,3.69880383055783,549.253440459516,40,4,"Mo,Na,O,P",Monoclinic,P2_1/m,11,ok,
mp-1012791,NaV3P3O13,AB3C3D13,1.4356,0.007806566749977151,3.146638661228213,503.1560011227862,40,4,"Na,O,P,V",Monoclinic,P2_1/m,11,ok,
mp-1013565,Na2CoP2O7,AB2C2D7,2.369205191091921,0.027097078611117098,2.8424200367610597,651.6297692736948,48,4,"Co,Na,O,P",Monoclinic,C2/c,15,ok,
mp-1013577,Na2CoP2O7,AB2C2D7,3.2870000000000004,0.02503547798611816,3.1722777886599385,583.8724210580441,48,4,"Co,Na,O,P",Triclinic,P-1,2,ok,
mp-1013599,Na2CoP2O7,AB2C2D7,2.672,0.05646351756945123,2.5064847581199077,738.9654003413369,48,4,"Co,Na,O,P",Orthorhombic,Imma,74,ok,
mp-1013843,NaMo2P2O9,AB2C2D9,1.8088000000000002,0.0,3.597588590325799,776.9366306494229,56,4,"Mo,Na,O,P",Orthorhombic,Pnma,62,ok,
mp-1013911,Na2CoP2O7,AB2C2D7,3.0677000000000003,0.008983995902783981,2.903504348658388,637.920695241727,48,4,"Co,Na,O,P",Tetragonal,P-42_1m,113,ok,
mp-1016119,NaMnO2,ABC2,1.3261999999999996,0.09672589749999894,3.793565595520079,192.47057485084997,16,3,"Mn,Na,O",Monoclinic,Pm,6,ok,
mp-1016152,NaMnO2,ABC2,1.6496,0.0826642843749994,3.8422837373544194,190.03014894649522,16,3,"Mn,Na,O",Orthorhombic,Pnma,62,ok,
mp-10163,NaAlTe2,ABC2,1.2875000000000005,0.006037781093755967,4.332166542565763,233.94709066195196,8,3,"Al,Na,Te",Tetragonal,I4/mcm,140,ok,
mp-10166,NaAlSe2,ABC2,2.1497999999999995,0.020949206562498546,3.7474374406419027,184.23877345073677,8,3,"Al,Na,Se",Tetragonal,I4/mcm,140,ok,
mp-10167,Na3SbS4,AB3C4,1.9258000000000002,0.0,2.8776876818389465,184.06938723022748,8,3,"Na,S,Sb",Cubic,I-43m,217,ok,
mp-1019523,Ba3NaY3(Si3O10)2,AB3C3D6E20,4.7067,0.0,3.972367025921515,995.0519935238168,66,5,"Ba,Na,O,Si,Y",Orthorhombic,Ama2,40,ok,
mp-1019551,BaNa2Mg(PO4)2,ABC2D2E8,4.887008532271022,0.004719869285714218,3.7231833556066216,177.3091255370097,14,5,"Ba,Mg,Na,O,P",Trigonal,P-3m1,164,ok,
mp-1019554,BaNaB5O9,ABC5D9,5.0076,0.0,3.068945465837579,775.616724116721,64,4,"B,Ba,Na,O",Monoclinic,P2_1/c,14,ok,
mp-1019555,BaNaLi3(BO2)6,ABC3D6E12,5.2185,0.0,2.9026224129091687,501.1425069866728,46,5,"B,Ba,Li,Na,O",Trigonal,R-3,148,ok,
mp-1019611,Cs2Na2Sr(B3O5)6,AB2C2D18E30,5.6254,0.0,2.747701896140955,1298.105221450825,106,5,"B,Cs,Na,O,Sr",Monoclinic,P2_1/c,14,ok,
mp-1019781,K2Na3P3O10,A2B3C3D10,4.3865,0.0,2.4785780812005562,536.073854723739,36,4,"K,Na,O,P",Monoclinic,C2/c,15,ok,
mp-1019787,K2NaZn(BO2)5,ABC2D5E10,4.2332,0.0,2.4740628034010466,1021.9220719618766,76,5,"B,K,Na,O,Zn",Monoclinic,C2/c,15,ok,
mp-1019888,KNa2BN2,ABC2D2,1.818,0.0,2.181667816199722,94.30606544579979,6,4,"B,K,N,Na",Tetragonal,I4/mmm,139,ok,
mp-1020141,Na2Al2Si3O10,A2B2C3D10,4.4513,0.04402210893382641,2.527122489070617,452.32957123734644,34,4,"Al,Na,O,Si",Monoclinic,C2,5,ok,
mp-1020142,Na2B4O7,A2B4C7,5.4269,0.018674607008548172,2.6796329933890153,1122.240681962493,117,3,"B,Na,O",Trigonal,P3_221,154,ok,
mp-1020144,Na2Be4B4O11,A2B4C4D11,4.983300000000001,0.001796879523817907,2.421470750918509,1652.7588755960687,168,4,"B,Be,Na,O",Triclinic,P1,1,ok,
mp-1020145,Na2Ge(S2O7)3,AB2C6D21,4.003,0.0,2.262021197508985,1899.829577430377,120,4,"Ge,Na,O,S",Orthorhombic,P2_12_12_1,19,ok,
mp-1020146,Na2LiB5(PO7)2,AB2C2D5E14,5.4471,0.0,2.2126081709080196,589.7566107826882,48,5,"B,Li,Na,O,P",Monoclinic,P2_1/m,11,ok,
mp-1020147,Na2Mg2P3NO9,AB2C2D3E9,5.0785,0.0,2.805421665588841,818.0394250958484,68,5,"Mg,N,Na,O,P",Cubic,P2_13,198,ok,
mp-1020159,Na2Si(S2O7)3,AB2C6D21,5.3318,0.0,2.1517821190851625,1859.6291829576705,120,4,"Na,O,S,Si",Orthorhombic,P2_12_12_1,19,ok,
mp-1020160,Na3Zn(BO2)5,AB3C5D10,4.222099999999999,0.0013948653947899459,2.566219436552622,1803.671655216447,152,4,"B,Na,O,Zn",Orthorhombic,Pbca,61,ok,
mp-1020161,Na3Al2(PO4)3,A2B3C3D12,5.238899999999999,0.03831421159374582,3.373206653189148,803.087470069796,80,4,"Al,Na,O,P",Cubic,Ia-3d,230,ok,
mp-1020162,Na4Mg3P4O15,A3B4C4D15,4.7301,0.0,2.7525343968063654,1275.9540398369154,104,4,"Mg,Na,O,P",Orthorhombic,Pna2_1,33,ok,
mp-1020163,Na3Li2Al(SiO4)2,AB2C2D3E8,4.051,0.007223642421875454,2.574092259610443,758.6315541195524,64,5,"Al,Li,Na,O,Si",Orthorhombic,Cmce,64,ok,
mp-1020164,Na3LiP2O7,AB2C3D7,4.8511,0.0,2.5997215533357103,319.1816574736823,26,4,"Li,Na,O,P",Orthorhombic,C222_1,20,ok,
mp-1020179,Na6Si2O7,A2B6C7,3.3129999999999997,0.008909014916667068,2.5121534342408056,1618.6909446420793,120,3,"Na,O,Si",Triclinic,P-1,2,ok,
mp-1020180,Na2SrMg(PO4)2,ABC2D2E8,5.0055,0.00017175553571391333,3.422045012465377,675.1681727080697,56,5,"Mg,Na,O,P,Sr",Monoclinic,P2_1/c,14,ok,
mp-1020181,Na2ZnB6O11,AB2C6D11,4.7511,0.0028759504722222218,2.664546420598573,439.04017539616586,40,4,"B,Na,O,Zn",Monoclinic,C2/c,15,ok,
mp-1020596,NaGa(GeO3)2,ABC2D6,2.6524,0.02991507941666338,4.6450318064309535,238.79365623190776,20,4,"Ga,Ge,Na,O",Monoclinic,C2/c,15,ok,
mp-1020599,Na5B(SO4)4,AB4C5D16,5.3115000000000006,0.0037206723076703696,2.4411304974846932,1387.704492765694,104,4,"B,Na,O,S",Orthorhombic,P2_12_12_1,19,ok,
mp-1020624,NaBe(BO2)3,ABC3D6,5.3609,0.0011957005303182555,2.1510336263265017,495.39444371220964,44,4,"B,Be,Na,O",Orthorhombic,Pna2_1,33,ok,
mp-1020630,Rb2Na(NO3)3,AB2C3D9,3.0141999999999998,0.0044141759999956065,2.5849131039588036,488.144323243499,30,4,"N,Na,O,Rb",Orthorhombic,Pmc2_1,26,ok,
mp-1020646,NaLi2B(PO4)2,ABC2D2E8,5.8332999999999995,0.0,2.5776840039488773,306.15576987585837,28,5,"B,Li,Na,O,P",Triclinic,P-1,2,ok,
mp-1020648,NaLaSiO4,ABCD4,4.454600000000001,0.0,4.4280374307086126,1142.9197561223914,84,4,"La,Na,O,Si",Orthorhombic,Pna2_1,33,ok,
mp-1020655,NaB(S2O7)2,ABC4D14,5.5222,0.0,2.1167377767831033,1211.4019013026916,80,4,"B,Na,O,S",Monoclinic,P2_1/c,14,ok,
mp-1020657,NaSr(PO3)3,ABC3D9,5.4112,0.0,3.011481158794309,383.2532216641903,28,4,"Na,O,P,Sr",Triclinic,P-1,2,ok,
mp-1020658,NaB(SO4)2,ABC2D8,6.0379000000000005,0.0,2.3526228703672607,318.9282085100998,24,4,"B,Na,O,S",Monoclinic,P2/c,13,ok,
mp-1020661,NaAl(SiO3)2,ABC2D6,4.5443999999999996,0.01384565543749261,2.0307923237442065,1322.2788676170937,80,4,"Al,Na,O,Si",Monoclinic,C2/c,15,ok,
mp-1020683,NaCa(PO3)3,ABC3D9,5.4489,0.0,2.748876156164198,362.4278078245402,28,4,"Ca,Na,O,P",Triclinic,P-1,2,ok,
mp-1020724,Na7Al4P9O32,A4B7C9D32,4.7512,0.006266744439101579,2.9174726857346713,1206.1849786740872,104,4,"Al,Na,O,P",Tetragonal,P-42_1c,114,ok,
mp-1021431,CsNaICl,ABCD,3.512,0.2385986275000005,3.0679647338585587,172.2545965607195,4,4,"Cl,Cs,I,Na",Tetragonal,P4/mmm,123,ok,
mp-1021465,Na2ZnSe2,AB2C2,2.1449423926992504,0.0,3.7996637143100034,235.38785718769142,10,3,"Na,Se,Zn",Orthorhombic,Ibam,72,ok,
mp-1021514,NaGe2(PO4)3,AB2C3D12,3.1872,0.0038168605555295443,3.4490853171740636,436.36467520774255,36,4,"Ge,Na,O,P",Trigonal,R-3c,167,ok,
mp-10226,NaYS2,ABC2,2.2792999999999997,0.0,3.235234567101808,90.34813763353296,4,3,"Na,S,Y",Trigonal,R-3m,166,ok,
mp-1024047,Na6ZnSe4,AB4C6,1.6827851348056524,0.0,3.238441539193015,532.4359322236804,22,3,"Na,Se,Zn",Hexagonal,P6_3mc,186,ok,
mp-1024048,Na4Zn3Se5,A3B4C5,1.2538,0.0010708033333335365,4.044412958149546,1121.6708840781364,48,3,"Na,Se,Zn",Orthorhombic,Pnma,62,ok,
mp-1024049,Na2Zn2Se3,A2B2C3,2.165,0.001066529999999677,4.234079815559736,648.9511248126809,28,3,"Na,Se,Zn",Monoclinic,C2/c,15,ok,
mp-1024050,Na2Zn3Se4,A2B3C4,1.444,0.06749809888888958,4.257966913458992,435.25846883656186,18,3,"Na,Se,Zn",Orthorhombic,Ibam,72,ok,
mp-1024051,Na2Zn2Se3,A2B2C3,1.4331493963675541,0.04690373142857007,3.8246293863780525,718.4253900889094,28,3,"Na,Se,Zn",Tetragonal,P4_32_12,96,ok,
mp-1024052,Na2ZnSe2,AB2C2,2.3835,0.0010406590000000548,3.747602523916279,477.3156673032687,20,3,"Na,Se,Zn",Monoclinic,P2_1/c,14,ok,
mp-1024067,Na2ZnS2,AB2C2,2.32565215546798,0.002840372800000601,2.777108633056357,419.79688821586956,20,3,"Na,S,Zn",Monoclinic,P2_1/c,14,ok,
mp-1024069,Na2Zn3S4,A2B3C4,2.2797,0.07543326285714258,3.221180709983555,381.9556966175785,18,3,"Na,S,Zn",Orthorhombic,Ibam,72,ok,
mp-1024070,Na4Zn3S5,A3B4C5,1.9102,0.0018053035416665253,3.044020842066558,978.6663167464168,48,3,"Na,S,Zn",Orthorhombic,Pnma,62,ok,
mp-1024072,Na2Zn3S4,A2B3C4,2.2614,0.08071852952380887,3.270838641497248,752.3136766231152,36,3,"Na,S,Zn",Orthorhombic,Pbca,61,ok,
mp-1024076,Na2ZnS2,AB2C2,2.1201201127553455,0.02894373150000007,2.5793436263215748,903.9676222257167,40,3,"Na,S,Zn",Orthorhombic,Pbca,61,ok,
mp-10246,Na2PtS2,AB2C2,1.1433,0.0,5.097151861929936,198.85057698435452,10,3,"Na,Pt,S",Orthorhombic,Cmc2_1,36,ok,
mp-1029542,Na6MoN4,AB4C6,1.3685999999999998,0.03742520883228728,2.925950742482202,329.0549372815088,22,3,"Mo,N,Na",Tetragonal,P4_2/nmc,137,ok,
mp-1029565,Na3W2N5,A2B3C5,2.2342000000000004,0.0,5.171883357122007,650.7235680865,40,3,"N,Na,W",Tetragonal,I4_1,80,ok,
mp-1029656,Na6WN4,AB4C6,1.2474000000000003,0.02516171928683253,3.8039209106606955,329.8494726470197,22,3,"N,Na,W",Tetragonal,P4_2/nmc,137,ok,
mp-1029845,Na3Mo2N5,A2B3C5,1.8154,0.0,3.4270276297124935,641.3065653612646,40,3,"Mo,N,Na",Tetragonal,I4_1,80,ok,
mp-1029851,Na2GeN2,AB2C2,1.5018999999999996,0.0,3.665229643583432,2125.8343684582464,160,3,"Ge,N,Na",Orthorhombic,Pbca,61,ok,
mp-1029862,Na15Mo7N19,A7B15C19,1.3720999999999999,0.0,3.1728958198886597,1342.4523708816089,82,3,"Mo,N,Na",Triclinic,P-1,2,ok,
mp-1030655,NaMg6GaO8,ABC6D8,2.4414000000000007,0.0921151989062503,3.8341833783772317,158.74322069844297,16,4,"Ga,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1030657,NaNbN2,ABC2,2.2841000000000005,0.0,3.738885904059008,1022.6251780967384,64,3,"N,Na,Nb",Orthorhombic,Pbca,61,ok,
mp-1030658,NaMg6GaO8,ABC6D8,2.1919,0.1081205282812503,3.88008192960234,156.8654036886323,16,4,"Ga,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1030676,NaMg6BiO8,ABC6D8,1.0008,0.1472967771875009,4.717514438470888,178.0371809186232,16,4,"Bi,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1030690,NaMg6BO7,ABC6D7,1.2988000000000008,0.42545628100901123,3.102341276495884,156.0941458934257,15,4,"B,Mg,Na,O",Tetragonal,P4mm,99,ok,
mp-1030699,NaMg6BO7,ABC6D7,2.628,0.43885718034234333,3.043245207927804,159.12530168881256,15,4,"B,Mg,Na,O",Tetragonal,P4mm,99,ok,
mp-1030704,Na15W7N19,A7B15C19,1.6348000000000003,0.0,4.632688413161868,1360.5320133932787,82,3,"N,Na,W",Triclinic,P-1,2,ok,
mp-1030710,NaMg6WO8,ABC6D8,1.7015000000000002,0.1730211110937514,4.785452509464493,166.7859734437731,16,4,"Mg,Na,O,W",Tetragonal,P4/mmm,123,ok,
mp-1030726,NaMg6WO8,ABC6D8,1.2925000000000004,0.14217249546875088,4.85049242673866,164.54955186820777,16,4,"Mg,Na,O,W",Tetragonal,P4/mmm,123,ok,
mp-1030730,NaMg6BO8,ABC6D8,3.5359,0.28580905625000064,3.29297062225578,155.1258724117902,16,4,"B,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1030755,NaMg6BO8,ABC6D8,1.8747999999999996,0.4186819081250004,3.320856266299378,153.82326112327206,16,4,"B,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1030787,CsNaMg6O7,ABC6D7,1.6193,0.5342585506666682,3.7420882702211307,183.5873099974394,15,4,"Cs,Mg,Na,O",Tetragonal,P4mm,99,ok,
mp-1030819,NaMg6CrO8,ABC6D8,1.2305000000000001,0.10182909734375034,3.6834089927178963,157.24955044533695,16,4,"Cr,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1030910,NaLiMg6O7,ABC6D7,1.0723999999999996,0.22400901200000067,3.0149139245489462,158.48911033150364,15,4,"Li,Mg,Na,O",Tetragonal,P4mm,99,ok,
mp-1031108,NaLaMg6O8,ABC6D8,2.1982999999999997,0.17324379843749949,3.9459617966283664,183.35981183843353,16,4,"La,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1031159,NaLaMg6O8,ABC6D8,2.5471000000000004,0.2512857946875,3.901168387514778,185.46515830154837,16,4,"La,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1031510,NaMg6AlO8,ABC6D8,3.2520999999999995,0.10718937546875029,3.459532423064361,155.41890809577754,16,4,"Al,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1031529,NaMg6AlO8,ABC6D8,3.5967000000000002,0.13153342546875013,3.487284324370173,154.18208029587908,16,4,"Al,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1032374,NaMg6FeO8,ABC6D8,1.4968999999999997,0.08190196437500052,3.714064227764399,157.6724636735912,16,4,"Fe,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1032382,NaMg6FeO8,ABC6D8,1.0379999999999994,0.0847453518750001,3.6676149384754697,159.66934011807345,16,4,"Fe,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1032844,NaYMg6O8,ABC6D8,2.8937000000000004,0.14843329515624948,3.6889876243391586,173.6260880585117,16,4,"Mg,Na,O,Y",Tetragonal,P4/mmm,123,ok,
mp-1032845,NaYMg6O8,ABC6D8,3.7104999999999997,0.09900422515624996,3.737284286792228,171.382330312374,16,4,"Mg,Na,O,Y",Tetragonal,P4/mmm,123,ok,
mp-1033973,KNaMg14O15,ABC14D15,1.3543000000000003,0.2087842951209682,3.235893496647848,329.62942894406365,31,4,"K,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-10340,Na2GeTeO6,ABC2D6,2.6627,0.0,4.512172795754796,251.8799530552762,20,4,"Ge,Na,O,Te",Trigonal,P-31c,163,ok,
mp-1034015,KNaMg14O15,ABC14D15,1.4495000000000005,0.18005219544354834,3.240207739516132,329.19053689536713,31,4,"K,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1034314,NaMg14GaO16,ABC14D16,3.1921,0.04738115820312583,3.6544688678180623,313.05968292737134,32,4,"Ga,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1034329,NaMg14SbO16,ABC14D16,1.2875999999999994,0.10707230360937547,3.7407183087959415,328.94119123140473,32,4,"Mg,Na,O,Sb",Orthorhombic,Pmmm,47,ok,
mp-1034338,NaMg14SbO16,ABC14D16,1.5487000000000002,0.10511728517187535,3.7430310139281646,328.73794846415814,32,4,"Mg,Na,O,Sb",Tetragonal,P4/mmm,123,ok,
mp-1034355,NaMg14BiO16,ABC14D16,2.3131999999999993,0.10118367671875017,4.104973603917633,335.03485066280297,32,4,"Bi,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1034357,NaMg14BiO16,ABC14D16,1.8569000000000004,0.10687458046874987,4.104870263419846,335.04328519691046,32,4,"Bi,Mg,Na,O",Orthorhombic,Pmmm,47,ok,
mp-1034563,RbNaMg14O15,ABC14D15,2.2116999999999996,0.20625343133064433,3.4558408068811404,330.9307794221726,31,4,"Mg,Na,O,Rb",Orthorhombic,Pmm2,25,ok,
mp-1034594,NaMg14CrO16,ABC14D16,1.5217,0.045497266171874884,3.562927489549255,312.8412403215217,32,4,"Cr,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1034599,NaMg14WO16,ABC14D16,2.1175999999999995,0.07672291460937597,4.151730959891072,321.2064112145659,32,4,"Mg,Na,O,W",Orthorhombic,Pmmm,47,ok,
mp-1034600,NaMg14BO16,ABC14D16,3.6125,0.19100541437500151,3.4234791299816076,305.60758447050273,32,4,"B,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1034602,NaMg14CrO16,ABC14D16,1.8712,0.0369107274218754,3.5633013243997893,312.8084193648668,32,4,"Cr,Mg,Na,O",Orthorhombic,Pmmm,47,ok,
mp-1034607,NaMg14WO16,ABC14D16,2.4840999999999998,0.07920009023437569,4.167347424192297,320.00274184326815,32,4,"Mg,Na,O,W",Tetragonal,P4/mmm,123,ok,
mp-1034608,NaMg14GaO16,ABC14D16,3.5843,0.035921431953125804,3.6595450311185362,312.62543712363873,32,4,"Ga,Mg,Na,O",Orthorhombic,Pmmm,47,ok,
mp-1034618,NaMg14BO15,ABC14D15,1.8832000000000004,0.18939582693984391,3.2465746548679513,314.07673225399833,31,4,"B,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1034626,NaMg14BO16,ABC14D16,3.8059000000000003,0.14240945218750145,3.3712860882320586,310.33889145477957,32,4,"B,Mg,Na,O",Orthorhombic,Pmmm,47,ok,
mp-1034637,CsNaMg14O15,ABC14D15,2.7332999999999994,0.23949890387096673,3.6391026491394487,335.91142761168646,31,4,"Cs,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1034638,NaMg14BO15,ABC14D15,2.6898,0.19226531758500442,3.2788838780309493,310.98190620642464,31,4,"B,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1034663,RbNaMg14O15,ABC14D15,2.0775,0.23499862552419337,3.4540791326037468,331.0995631180071,31,4,"Mg,Na,O,Rb",Orthorhombic,Pmm2,25,ok,
mp-1034744,NaMg14BO15,ABC14D15,1.9427000000000003,0.21483851081081085,3.2318719236225,315.50555922917255,31,4,"B,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1034797,RbNaMg14O15,ABC14D15,1.3200000000000003,0.20753490745967706,3.1131226091030144,367.36236743005895,31,4,"Mg,Na,O,Rb",Orthorhombic,Pmm2,25,ok,
mp-1034839,RbNaMg14O15,ABC14D15,1.1056,0.2426235600403217,3.124928901990118,365.97443578693685,31,4,"Mg,Na,O,Rb",Orthorhombic,Pmm2,25,ok,
mp-1034881,CsNaMg14O15,ABC14D15,1.1264999999999996,0.2271097703225795,3.2512803448915286,375.979932957361,31,4,"Cs,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-10349,Na2SnTeO6,ABC2D6,1.2432999999999996,0.03861253587499913,5.390655398543717,239.21542863427447,20,4,"Na,O,Sn,Te",Monoclinic,P2_1/c,14,ok,
mp-1034901,CsNaMg14O15,ABC14D15,2.4498999999999995,0.26887737741935513,3.639549497397675,335.8701858490854,31,4,"Cs,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1035030,NaLaMg14O16,ABC14D16,3.3084999999999996,0.11632084578125124,3.7320766744421654,337.33150981809166,32,4,"La,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1035183,NaLaMg14O16,ABC14D16,2.9745,0.12616148796875049,3.721928593577121,338.2512661631943,32,4,"La,Mg,Na,O",Orthorhombic,Pmmm,47,ok,
mp-1035394,NaLiMg14O15,ABC14D15,1.3890999999999996,0.10846501129032315,3.220980123598857,314.5773129735243,31,4,"Li,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1035403,NaLiMg14O15,ABC14D15,1.1791000000000005,0.1156427732258063,3.216864500744134,314.97977990321675,31,4,"Li,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1035418,NaLiMg14O15,ABC14D15,1.6332,0.10456996516129102,3.225590948658926,314.12764003573574,31,4,"Li,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1035457,NaMg14FeO16,ABC14D16,1.6805000000000003,0.038834751250000465,3.576774099745759,313.4170267863112,32,4,"Fe,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1035481,NaMg14FeO16,ABC14D16,1.9667000000000003,0.03033177000000098,3.56842782919371,314.1500844314111,32,4,"Fe,Mg,Na,O",Orthorhombic,Pmmm,47,ok,
mp-1035917,NaYMg14O16,ABC14D16,3.6304,0.06736305101562579,3.591675598741108,327.40171114492296,32,4,"Mg,Na,O,Y",Tetragonal,P4/mmm,123,ok,
mp-1035940,NaYMg14O16,ABC14D16,3.7647999999999997,0.07079258039062619,3.592390557893655,327.33655151203504,32,4,"Mg,Na,O,Y",Orthorhombic,Pmmm,47,ok,
mp-1039794,NaMg30BO32,ABC30D32,4.107099999999999,0.07001299703125063,3.40978766286621,620.8813833320486,64,4,"B,Mg,Na,O",Tetragonal,P4/mmm,123,ok,
mp-1039824,NaMg30BO31,ABC30D31,2.9451,0.09118860357357228,3.364490680907723,621.3439864977239,63,4,"B,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1039846,RbNaMg30O31,ABC30D31,3.0227000000000004,0.09375528065476235,3.463728499372262,639.3331884330793,63,4,"Mg,Na,O,Rb",Orthorhombic,Pmm2,25,ok,
mp-1039849,NaMg30BO31,ABC30D31,2.3338,0.08892448055769897,3.343165212861677,625.3074314625984,63,4,"B,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-1040385,KNaMg30O31,ABC30D31,2.3942,0.08657188601190313,3.321616758030515,643.505369439815,63,4,"K,Mg,Na,O",Orthorhombic,Pmm2,25,ok,
mp-10419,Na4ReN3,AB3C4,2.4384,0.0,4.072608593229322,261.1012790769117,16,3,"N,Na,Re",Monoclinic,Cc,9,ok,
mp-10422,NaAuC2,ABC2,1.3302999999999998,0.41902128416666784,5.318219815936896,76.17860494344895,4,3,"Au,C,Na",Tetragonal,P4/mmm,123,ok,
mp-10461,NaSr3SbO6,ABC3D6,2.9095,0.0,5.052120986164285,331.05213502556666,22,4,"Na,O,Sb,Sr",Trigonal,R-3c,167,ok,
mp-10474,NaPF6,ABC6,7.0251,0.0,2.4350383151771076,114.53376105550527,8,3,"F,Na,P",Cubic,Fm-3m,225,ok,
mp-10476,NaEr(SO4)2,ABC2D8,5.7302,0.0,3.963036044843204,320.43458991682076,24,4,"Er,Na,O,S",Monoclinic,P2_1/m,11,ok,
mp-10525,NaLi2N,ABC2,2.1346999999999996,0.31727093437739473,2.12670420208757,39.72611044044347,4,3,"Li,N,Na",Cubic,Fm-3m,225,ok,
mp-10537,Na2CoPO4F,ABCD2E4,2.9785000000000004,0.012533227500000521,3.3377836843521136,871.1479833705614,72,5,"Co,F,Na,O,P",Orthorhombic,Pbcn,60,ok,
mp-10572,NaPN2,ABC2,4.685100000000001,0.0,3.1951484635986986,85.20786980101154,8,3,"N,Na,P",Tetragonal,I-42d,122,ok,
mp-1064952,NaN3,AB3,3.9587,0.0006393000000004534,1.777126956132162,60.74491607497395,4,2,"N,Na",Monoclinic,Cm,8,ok,
mp-1066400,NaN3,AB3,4.1464,0.0029249474999994973,1.7411106447155071,62.00147482439926,4,2,"N,Na",Trigonal,R3m,160,ok,
mp-1075953,K5Na3Ta5Nb3O24,A3B3C5D5E24,1.6024999999999998,0.014789277750001162,5.85472227378101,519.5719957646543,40,5,"K,Na,Nb,O,Ta",Triclinic,P1,1,ok,
mp-1076095,K5Na3Ta4Nb4O24,A3B4C4D5E24,1.6091,0.0171881685000006,5.558742269003267,520.9367957473388,40,5,"K,Na,Nb,O,Ta",Monoclinic,Cm,8,ok,
mp-1076335,K5Na3Nb8O24,A3B5C8D24,1.4584,0.02524399599999505,4.3813435466968205,527.4564661784756,40,4,"K,Na,Nb,O",Tetragonal,P4/mmm,123,ok,
mp-1076363,K5Na3TaNb7O24,AB3C5D7E24,1.4757999999999998,0.02355888274999529,4.662867193892204,526.9642545062153,40,5,"K,Na,Nb,O,Ta",Monoclinic,Cm,8,ok,
mp-1076413,K5Na3Ta7NbO24,AB3C5D7E24,1.9613999999999998,0.009470578625002446,6.453910723154892,516.6390705322422,40,5,"K,Na,Nb,O,Ta",Monoclinic,Cm,8,ok,
