material_id,formula_pretty,formula_anonymous,band_gap,energy_above_hull,density,volume,nsites,nelements,elements,crystal_system,spacegroup_symbol,spacegroup_number,status,error
mp-1517519,NaLiCeWO6,ABCDE6,1.8641,0.18175200375001221,5.145919859011471,145.17299132258492,10,5,"Ce,Li,Na,O,W",Cubic,F-43m,216,ok,
mp-1517581,BaNaSmSeO6,ABCDE6,1.8646000000000003,0.12973692674999704,5.754511374134106,140.13576450254607,10,5,"Ba,Na,O,Se,Sm",Cubic,F-43m,216,ok,
mp-1517896,NaNdMnWO6,ABCDE6,1.0430000000000001,0.17844413049999908,6.3944614122180194,130.36296224413644,10,5,"Mn,Na,Nd,O,W",Cubic,F-43m,216,ok,
mp-1517995,BaNaSbWO6,ABCDE6,1.3942999999999994,0.13489355955356874,6.173495412863148,151.14270093826042,10,5,"Ba,Na,O,Sb,W",Cubic,F-43m,216,ok,
mp-1518090,NaSrZrNbO6,ABCDE6,2.2647999999999997,0.03487502786666674,4.671390071512809,138.8951245350194,10,5,"Na,Nb,O,Sr,Zr",Cubic,F-43m,216,ok,
mp-1518106,NaSrHfBiO6,ABCDE6,1.3445,0.08537264949999912,6.878394768120512,143.41825185601434,10,5,"Bi,Hf,Na,O,Sr",Cubic,F-43m,216,ok,
mp-1518125,NaCaZrNbO6,ABCDE6,2.284,0.09808983324999865,4.164492751989273,136.84450694447938,10,5,"Ca,Na,Nb,O,Zr",Cubic,F-43m,216,ok,
mp-1518127,NaCaInWO6,ABCDE6,2.3994000000000004,0.12153406600000327,5.703252087399958,133.26879702186864,10,5,"Ca,In,Na,O,W",Cubic,F-43m,216,ok,
mp-1518151,NaLaHfZrO6,ABCDE6,2.4644000000000004,0.15511664025000016,6.182703365510265,141.70334968587744,10,5,"Hf,La,Na,O,Zr",Cubic,F-43m,216,ok,
mp-1518179,BaNaNdWO6,ABCDE6,2.9197000000000006,0.03126306671874879,6.301061509728622,616.0301776323088,40,5,"Ba,Na,Nd,O,W",Orthorhombic,Pnnn,48,ok,
mp-1518247,NaCaYSeO6,ABCDE6,2.229,0.1919876188124956,4.241299659507419,127.99851776572146,10,5,"Ca,Na,O,Se,Y",Cubic,F-43m,216,ok,
mp-1518258,BaNaNdWO6,ABCDE6,2.8256999999999994,0.04570753371874847,6.151248742678744,157.7583757172145,10,5,"Ba,Na,Nd,O,W",Cubic,F-43m,216,ok,
mp-1518296,NaLaZr2O6,ABC2D6,2.3563,0.17453771549999786,5.06146336411866,144.46438154667982,10,4,"La,Na,O,Zr",Cubic,Fm-3m,225,ok,
mp-1518358,NaNdHfSnO6,ABCDE6,3.3638,0.18393129649999906,6.8603646986726226,135.65064122506647,10,5,"Hf,Na,Nd,O,Sn",Cubic,F-43m,216,ok,
mp-1518369,NaLaHf2O6,ABC2D6,2.5748,0.054899784749993685,7.369793946032237,138.540966935042,10,4,"Hf,La,Na,O",Cubic,Fm-3m,225,ok,
mp-1518378,NaSrBiWO6,ABCDE6,2.0972000000000004,0.11390451587500028,6.467613997890707,153.90084157198353,10,5,"Bi,Na,O,Sr,W",Cubic,F-43m,216,ok,
mp-1518455,NaSrZrSbO6,ABCDE6,3.1782,0.027386957750004548,5.117624527733315,136.14634392351505,10,5,"Na,O,Sb,Sr,Zr",Cubic,F-43m,216,ok,
mp-1518530,NaLaYSbO6,ABCDE6,2.4689999999999994,0.17084912666666696,5.386199601484664,144.45398881430947,10,5,"La,Na,O,Sb,Y",Cubic,F-43m,216,ok,
mp-1518586,NaCaZrBiO6,ABCDE6,1.3637000000000001,0.15484018525000032,5.25118579322128,145.23070263499528,10,5,"Bi,Ca,Na,O,Zr",Cubic,F-43m,216,ok,
mp-1518616,NaSrHfSbO6,ABCDE6,3.2996000000000003,0.027748828500000045,6.330540771924388,132.95143365085994,10,5,"Hf,Na,O,Sb,Sr",Cubic,F-43m,216,ok,
mp-1518636,Na2ZrWO6,ABC2D6,2.2416,0.012681862000013311,5.229531322859611,132.42316921436807,10,4,"Na,O,W,Zr",Cubic,Fm-3m,225,ok,
mp-1518751,NaPrHfZrO6,ABCDE6,2.7095,0.14756511384374704,6.232095962835039,141.1137569710816,10,5,"Hf,Na,O,Pr,Zr",Cubic,F-43m,216,ok,
mp-1518812,NaSrNdWO6,ABCDE6,3.0272,0.051823972229162685,5.96903858407184,594.9839876378084,40,5,"Na,Nd,O,Sr,W",Orthorhombic,Pnnn,48,ok,
mp-1518824,NaSrNdWO6,ABCDE6,2.8581000000000003,0.10589877847916274,5.741805686105967,154.63264403517195,10,5,"Na,Nd,O,Sr,W",Cubic,F-43m,216,ok,
mp-1518838,NaPrHf2O6,ABC2D6,2.8634999999999997,0.06031924850000081,7.414810924242307,138.14823978306762,10,4,"Hf,Na,O,Pr",Cubic,Fm-3m,225,ok,
mp-1518904,NaCaSmWO6,ABCDE6,2.8373,0.18040955434374606,5.487544213027162,149.2624738117539,10,5,"Ca,Na,O,Sm,W",Cubic,F-43m,216,ok,
mp-1518948,NaNdNb4O12,ABC4D12,1.3445,0.09827772842592708,4.785755725748015,253.58693512996277,18,4,"Na,Nb,Nd,O",Orthorhombic,Cmmm,65,ok,
mp-1519011,BaNaPrWO6,ABCDE6,2.9179999999999997,0.028158659093759475,6.188967852966142,623.6091152877293,40,5,"Ba,Na,O,Pr,W",Orthorhombic,Pnnn,48,ok,
mp-1519024,NaCaHfBiO6,ABCDE6,1.4638,0.15292769200000134,6.401225300226954,141.77629473104588,10,5,"Bi,Ca,Hf,Na,O",Cubic,F-43m,216,ok,
mp-1519049,NaCaPrSeO6,ABCDE6,2.7211999999999996,0.18119896431249582,4.938618246829297,127.41035223270252,10,5,"Ca,Na,O,Pr,Se",Cubic,F-43m,216,ok,
mp-1519080,NaSrZrVO6,ABCDE6,1.198,0.11672829016665887,4.54383615920388,127.45815709018812,10,5,"Na,O,Sr,V,Zr",Cubic,F-43m,216,ok,
mp-1519128,NaSrDyWO6,ABCDE6,2.8974,0.03725045289583129,6.342603622246152,144.7652686159705,10,5,"Dy,Na,O,Sr,W",Cubic,F-43m,216,ok,
mp-1519147,BaNaPrWO6,ABCDE6,2.8167,0.0454226170937595,6.031415421089139,159.97475293434002,10,5,"Ba,Na,O,Pr,W",Cubic,F-43m,216,ok,
mp-1519218,NaSrZrBiO6,ABCDE6,1.2369000000000003,0.08331153675000014,5.714095224686167,147.2811911140749,10,5,"Bi,Na,O,Sr,Zr",Cubic,F-43m,216,ok,
mp-1519230,NaSrCeBiO6,ABCDE6,1.7302999999999997,0.04051437168181593,5.952945929221439,620.0397839725364,40,5,"Bi,Ce,Na,O,Sr",Orthorhombic,Pnnn,48,ok,
mp-1519260,BaNaPrWO6,ABCDE6,3.0615,0.14363787509375925,6.845054684620259,140.95931096080517,10,5,"Ba,Na,O,Pr,W",Cubic,F-43m,216,ok,
mp-1519314,NaSrCeBiO6,ABCDE6,1.7934999999999999,0.09939125968181628,5.732462314793539,160.9719831227355,10,5,"Bi,Ce,Na,O,Sr",Cubic,F-43m,216,ok,
mp-1519393,NaSmHf2O6,ABC2D6,2.7992000000000004,0.1346428055000075,7.5883922631538905,137.05657771889875,10,4,"Hf,Na,O,Sm",Cubic,Fm-3m,225,ok,
mp-1519478,NaLiHfWO6,ABCDE6,2.4086,0.08037380899999746,6.3487589931716935,127.70528951275938,10,5,"Hf,Li,Na,O,W",Cubic,F-43m,216,ok,
mp-1519487,NaHfNbSnO6,ABCDE6,2.4757999999999996,0.12825150274999686,6.22910953906342,135.71250633403145,10,5,"Hf,Na,Nb,O,Sn",Cubic,F-43m,216,ok,
mp-1519525,BaNaCeBiO6,ABCDE6,1.5674000000000001,0.03364747787499933,6.230769574470231,645.3817497001212,40,5,"Ba,Bi,Ce,Na,O",Orthorhombic,Pnnn,48,ok,
mp-1519609,NaSrCeSbO6,ABCDE6,1.9743999999999997,0.07423754614285905,5.2128076759247985,149.23492166701135,10,5,"Ce,Na,O,Sb,Sr",Cubic,F-43m,216,ok,
mp-1519625,BaNaCeBiO6,ABCDE6,1.6438000000000001,0.05212769562499897,6.123279048897245,164.17776071605246,10,5,"Ba,Bi,Ce,Na,O",Cubic,F-43m,216,ok,
mp-1519664,BaNaLaWO6,ABCDE6,3.0444999999999998,0.0460953536874964,6.164615518172133,623.9153055924576,40,5,"Ba,La,Na,O,W",Orthorhombic,Pnnn,48,ok,
mp-1519691,BaNaLaWO6,ABCDE6,2.9179,0.067542185187496,5.947895433618717,161.66213822207087,10,5,"Ba,La,Na,O,W",Cubic,F-43m,216,ok,
mp-1519810,NaLaNbInO6,ABCDE6,2.6066000000000003,0.18493077100000033,5.584505624050865,138.4497828777557,10,5,"In,La,Na,Nb,O",Cubic,F-43m,216,ok,
mp-1519867,NaPrDySbO6,ABCDE6,3.3034999999999997,0.18860626066666786,6.294026352858608,143.5629000832008,10,5,"Dy,Na,O,Pr,Sb",Cubic,F-43m,216,ok,
mp-1520014,NaPrInSbO6,ABCDE6,1.4201000000000006,0.19599228866666696,6.101195329973671,135.1228419916507,10,5,"In,Na,O,Pr,Sb",Cubic,F-43m,216,ok,
mp-1520168,NaCaTbWO6,ABCDE6,2.8565999999999994,0.1443922274479128,5.773901772982642,144.32312073631243,10,5,"Ca,Na,O,Tb,W",Cubic,F-43m,216,ok,
mp-1520207,BaNaNdSeO6,ABCDE6,1.8960999999999997,0.13023237724999515,5.564088473182022,143.10586119667883,10,5,"Ba,Na,Nd,O,Se",Cubic,F-43m,216,ok,
mp-1520242,BaNaPrSeO6,ABCDE6,1.9163000000000006,0.13228827312499458,5.459511470167015,144.83289550824674,10,5,"Ba,Na,O,Pr,Se",Cubic,F-43m,216,ok,
mp-1520399,BaNaDyWO6,ABCDE6,2.8635,0.00048431718750041597,6.7461867193271745,148.33996956101225,10,5,"Ba,Dy,Na,O,W",Cubic,F-43m,216,ok,
mp-1520495,NaSrInWO6,ABCDE6,3.4538,0.046879261499998215,6.156887201843069,136.27192860763955,10,5,"In,Na,O,Sr,W",Cubic,F-43m,216,ok,
mp-1520572,Na2CeWO6,ABC2D6,2.1917,0.08754443550000435,5.47203274399508,141.39136654208744,10,4,"Ce,Na,O,W",Cubic,Fm-3m,225,ok,
mp-1520589,NaPrZr2O6,ABC2D6,2.5789999999999997,0.1945260672499991,5.099294422428683,144.04460928964193,10,4,"Na,O,Pr,Zr",Cubic,Fm-3m,225,ok,
mp-1520760,BaNaCeSbO6,ABCDE6,1.8811000000000004,0.03526422672221763,5.6310975005641755,152.80739866330302,10,5,"Ba,Ce,Na,O,Sb",Cubic,F-43m,216,ok,
mp-1520882,BaNaZrBiO6,ABCDE6,1.0145,0.056576689999999985,6.12662900615505,150.83648208524238,10,5,"Ba,Bi,Na,O,Zr",Cubic,F-43m,216,ok,
mp-1520890,NaInSnWO6,ABCDE6,2.7817000000000003,0.1464797154940216,6.5500008741939535,135.97510442732164,10,5,"In,Na,O,Sn,W",Cubic,F-43m,216,ok,
mp-1520904,NaSrNbSnO6,ABCDE6,3.2357,0.04444154712500126,5.175000433915028,134.19803369124952,10,5,"Na,Nb,O,Sn,Sr",Cubic,F-43m,216,ok,
mp-1520946,BaNaCeSbO6,ABCDE6,1.8794999999999997,0.03350739722221707,5.6887841258596215,605.0314736107971,40,5,"Ba,Ce,Na,O,Sb",Orthorhombic,Pnnn,48,ok,
mp-1521011,NaCaYWO6,ABCDE6,2.8551,0.13501424225000846,5.004256829778035,143.28549308236495,10,5,"Ca,Na,O,W,Y",Cubic,F-43m,216,ok,
mp-1521091,NaSrDySeO6,ABCDE6,2.0797999999999996,0.12819639999999577,5.711832408441473,130.26141636284072,10,5,"Dy,Na,O,Se,Sr",Cubic,F-43m,216,ok,
mp-1521141,NaCaHfNbO6,ABCDE6,2.4099999999999997,0.08747813899999812,5.351385794979986,133.57223476183256,10,5,"Ca,Hf,Na,Nb,O",Cubic,F-43m,216,ok,
mp-1521181,NaLaZrSnO6,ABCDE6,2.6330999999999998,0.16443224062499784,5.567228675549,139.53850232141005,10,5,"La,Na,O,Sn,Zr",Cubic,F-43m,216,ok,
mp-1521388,NaCaLaWO6,ABCDE6,2.3322,0.19072048156249455,5.60904706965682,142.6380844858274,10,5,"Ca,La,Na,O,W",Cubic,F-43m,216,ok,
mp-1521407,NaCaLaSeO6,ABCDE6,2.4032999999999998,0.1625127094999952,4.868815200481486,128.55414849108783,10,5,"Ca,La,Na,O,Se",Cubic,F-43m,216,ok,
mp-1521459,NaSrPrSeO6,ABCDE6,2.1145,0.16246047643749595,5.033427092523712,140.694684907196,10,5,"Na,O,Pr,Se,Sr",Cubic,F-43m,216,ok,
mp-1521478,NaCaCeSbO6,ABCDE6,2.0266,0.15337498716667053,4.743426302956972,147.3592192908112,10,5,"Ca,Ce,Na,O,Sb",Cubic,F-43m,216,skipped,
mp-1521559,NaLaHfSnO6,ABCDE6,2.6241000000000003,0.14263085437500322,6.740069776594854,136.756945314736,10,5,"Hf,La,Na,O,Sn",Cubic,F-43m,216,ok,
mp-1521753,NaPrYSbO6,ABCDE6,3.2821999999999996,0.19367963183333536,5.436990638407244,143.71603099291315,10,5,"Na,O,Pr,Sb,Y",Cubic,F-43m,216,ok,
mp-1521862,NaDySnWO6,ABCDE6,2.7467,0.15364565295107724,6.927880634394845,139.98723822361703,10,5,"Dy,Na,O,Sn,W",Cubic,F-43m,216,ok,
mp-1521929,NaLaZrTiO6,ABCDE6,2.2686,0.11382829723437204,5.022871892950771,131.24069183061604,10,5,"La,Na,O,Ti,Zr",Cubic,F-43m,216,ok,
mp-1521935,BaNaCeNbO6,ABCDE6,2.0255999999999994,0.07755870408333365,5.245940889436171,154.89324308383524,10,5,"Ba,Ce,Na,Nb,O",Cubic,F-43m,216,ok,
mp-1521941,NaSrHfNbO6,ABCDE6,2.3776,0.029269756499999744,5.839651444890031,135.92282272555133,10,5,"Hf,Na,Nb,O,Sr",Cubic,F-43m,216,ok,
mp-1521963,NaCaGdWO6,ABCDE6,2.8136,0.15620633725000665,5.670042500389873,146.4760693620127,10,5,"Ca,Gd,Na,O,W",Cubic,F-43m,216,ok,
mp-1521981,NaPrZrTiO6,ABCDE6,2.7003,0.13070204432812105,5.233277203929642,126.59942412814193,10,5,"Na,O,Pr,Ti,Zr",Cubic,F-43m,216,ok,
mp-1522015,NaSrLaWO6,ABCDE6,2.754,0.1567390858958282,6.43369739834495,136.62580376369723,10,5,"La,Na,O,Sr,W",Cubic,F-43m,216,ok,
mp-1522088,NaPrHfSnO6,ABCDE6,3.4145,0.1420820938437517,6.7961532203616,136.11759799598477,10,5,"Hf,Na,O,Pr,Sn",Cubic,F-43m,216,ok,
mp-1522095,NaPrNb4O12,ABC4D12,1.3356999999999999,0.0938158039814816,4.728292838364339,255.4977768142136,18,4,"Na,Nb,O,Pr",Tetragonal,P4/mmm,123,ok,
mp-1522146,BaNaCeNbO6,ABCDE6,2.0165999999999995,0.07104732133333513,5.2882036340001894,614.6214129626603,40,5,"Ba,Ce,Na,Nb,O",Orthorhombic,Pnnn,48,ok,
mp-1522178,NaSrYWO6,ABCDE6,2.8804,0.042529193708334745,5.480687460843744,145.23410821488304,10,5,"Na,O,Sr,W,Y",Cubic,F-43m,216,ok,
mp-1522207,NaPrHfTiO6,ABCDE6,2.2549,0.09504095558333248,6.321449205478548,127.72996451652628,10,5,"Hf,Na,O,Pr,Ti",Cubic,F-43m,216,ok,
mp-1522211,NaPrMnWO6,ABCDE6,1.1303,0.12373782000000588,6.316234247270381,131.1009188055315,10,5,"Mn,Na,O,Pr,W",Cubic,F-43m,216,ok,
mp-1522311,NaCaDySeO6,ABCDE6,2.2461999999999995,0.18532431787499615,5.216135708303975,127.50550758818733,10,5,"Ca,Dy,Na,O,Se",Cubic,F-43m,216,ok,
mp-1522332,NaCaNbSnO6,ABCDE6,3.2445000000000004,0.11582018724999976,4.674122643980094,131.6887854795422,10,5,"Ca,Na,Nb,O,Sn",Cubic,F-43m,216,ok,
mp-1522333,NaSrPrWO6,ABCDE6,3.0064,0.04983066698958005,5.838697289208575,604.4730409059421,40,5,"Na,O,Pr,Sr,W",Orthorhombic,Pnnn,48,ok,
mp-1522343,NaSrSbWO6,ABCDE6,1.1150000000000002,0.1714635705625014,5.763687436896942,147.56843856356036,10,5,"Na,O,Sb,Sr,W",Cubic,F-43m,216,ok,
mp-1522414,NaSrPrWO6,ABCDE6,2.8551,0.1069530032395809,5.62236634906945,156.93281468226112,10,5,"Na,O,Pr,Sr,W",Cubic,F-43m,216,ok,
mp-1522549,NaSrLaSeO6,ABCDE6,2.2348999999999997,0.15726792162499503,4.949775381828337,142.4007528221615,10,5,"La,Na,O,Se,Sr",Cubic,F-43m,216,ok,
mp-1522634,NaLaInSbO6,ABCDE6,2.471,0.17619320849999998,6.2321931592915005,131.74915048887274,10,5,"In,La,Na,O,Sb",Cubic,F-43m,216,ok,
mp-1522952,NaSrPrWO6,ABCDE6,3.1857,0.16493581423958048,6.497787609260516,135.78987639990152,10,5,"Na,O,Pr,Sr,W",Cubic,F-43m,216,ok,
mp-1522999,NaCaGdSeO6,ABCDE6,2.1974,0.1982776961249959,5.027390495340285,130.55842820101253,10,5,"Ca,Gd,Na,O,Se",Cubic,F-43m,216,ok,
mp-1523004,NaSrTbSeO6,ABCDE6,2.0783000000000005,0.13070922393749562,5.616189483666011,131.4228331709082,10,5,"Na,O,Se,Sr,Tb",Cubic,F-43m,216,ok,
mp-1523242,NaCaDyWO6,ABCDE6,2.8610999999999995,0.12947236356249814,5.878180247509621,142.77264958658847,10,5,"Ca,Dy,Na,O,W",Cubic,F-43m,216,ok,
mp-1523368,NaLaCeNiO6,ABCDE6,1.4265999999999996,0.2051736228333345,5.817136567082369,130.36825073563193,10,5,"Ce,La,Na,Ni,O",Cubic,F-43m,216,ok,
mp-15250,NaCd(PO3)3,ABC3D9,4.7063999999999995,0.0,2.960098231835964,3341.7612723945317,224,4,"Cd,Na,O,P",Orthorhombic,P2_12_12_1,19,ok,
mp-15317,Rb2NaHoF6,ABC2D6,6.4818999999999996,0.0013506479999998433,4.3383480339406,180.9858108605066,10,4,"F,Ho,Na,Rb",Cubic,Fm-3m,225,ok,
mp-15318,Rb2NaHoF6,ABC2D6,6.5276,0.0,4.337673752421091,181.0139446931833,10,4,"F,Ho,Na,Rb",Tetragonal,I4/m,87,ok,
mp-15385,Na2UP2O9,AB2C2D9,2.1752000000000002,0.0,4.151451036544542,783.9013977655269,56,4,"Na,O,P,U",Orthorhombic,Pna2_1,33,ok,
mp-15391,Na4TeO5,AB4C5,2.9223999999999997,0.0,4.1370611114200395,240.47243006252438,20,3,"Na,O,Te",Triclinic,P-1,2,ok,
mp-15431,Na2Ga2As3,A2B2C3,1.0249000000000001,0.0,4.288053842122992,1270.7621834061197,56,3,"As,Ga,Na",Monoclinic,P2_1/c,14,ok,
mp-15514,NaSe2,AB2,1.1948999999999999,0.0,3.7758333346949633,636.4851691485202,24,2,"Na,Se",Tetragonal,I-42d,122,ok,
mp-15515,BaNaAlF6,ABCD6,6.981,0.0,3.8082241761862865,1050.9921248229412,72,4,"Al,Ba,F,Na",Orthorhombic,Pna2_1,33,ok,
mp-15541,KNa2Si12(BO10)3,AB2C3D12E30,5.124700000000001,0.0007423054340289781,2.4327707373338874,1275.7511575227757,96,5,"B,K,Na,O,Si",Hexagonal,P6/mcc,192,ok,
mp-15543,NaLiZr(Si2O5)3,ABCD6E15,5.202999999999999,0.0,2.670813406216597,1317.2302902753918,96,5,"Li,Na,O,Si,Zr",Orthorhombic,Cmce,64,ok,
mp-15547,Na2ZnGaF7,ABC2D7,3.9775,0.0,3.6168557898986853,1153.6559956692427,88,4,"F,Ga,Na,Zn",Monoclinic,C2/c,15,ok,
mp-15548,Na2ZnFeF7,ABC2D7,2.9207,0.0,3.3902464143984443,1176.3887312030452,88,4,"F,Fe,Na,Zn",Monoclinic,C2/c,15,ok,
mp-15567,Na3AuS2,AB2C3,2.3085,0.0,3.9916323004843735,274.61812238749945,12,3,"Au,Na,S",Trigonal,R-3c,167,ok,
mp-1565615,NaCaFe2(SiO3)4,ABC2D4E12,1.6048999999999998,0.0085845761249983,3.472961655008535,458.1403470270946,40,5,"Ca,Fe,Na,O,Si",Monoclinic,P2,3,ok,
mp-1567910,Na6NiO4,AB4C6,1.5745000000000002,0.029495409545455153,2.8263347982301354,612.5044486948353,44,3,"Na,Ni,O",Orthorhombic,Amm2,38,ok,
mp-1574416,Na3VPCO7,ABCD3E7,2.5231000000000003,0.03756070786458032,2.808644236365031,650.0892569538101,52,5,"C,Na,O,P,V",Monoclinic,P2_1/m,11,ok,
mp-15983,Ba2NaNb5O15,AB2C5D15,2.4651,0.015463575434779386,5.022752550766928,662.6394157740341,46,4,"Ba,Na,Nb,O",Tetragonal,P4bm,100,ok,
mp-16167,Na2Sn2Se5,A2B2C5,1.0177999999999998,0.017581244583335653,4.173371120355853,2158.785878992462,72,3,"Na,Se,Sn",Orthorhombic,Pbca,61,ok,
mp-16180,Na6S2O9,A2B6C9,2.9814,0.0,2.6248708015435867,218.92562849752352,17,3,"Na,O,S",Cubic,Fm-3m,225,ok,
mp-16282,KNa2Li3Cr2(Si2O5)6,AB2C2D3E12F30,3.8492000000000006,0.0,2.6829079269604947,1271.164975367052,100,6,"Cr,K,Li,Na,O,Si",Hexagonal,P6/mcc,192,ok,
mp-16283,KNa2Li3Fe2(Si2O5)6,AB2C2D3E12F30,3.3293999999999997,0.0,2.6654946579180994,1289.0603903366912,100,6,"Fe,K,Li,Na,O,Si",Hexagonal,P6/mcc,192,ok,
mp-16291,NaZr2PdF11,ABC2D11,1.3318999999999999,0.0,3.6717094848528116,235.551181750969,15,4,"F,Na,Pd,Zr",Monoclinic,C2/m,12,ok,
mp-16381,NaMn6P7O24,AB6C7D24,3.2825,0.0,3.3872864807347813,934.7843022575822,76,4,"Mn,Na,O,P",Monoclinic,P2_1/m,11,ok,
mp-16383,Na3Cr2(AsO4)3,A2B3C3D12,2.6075,0.0,4.167325546443017,939.9329208564448,80,4,"As,Cr,Na,O",Cubic,Ia-3d,230,ok,
mp-16398,Na9Fe2O7,A2B7C9,1.4344999999999999,0.021716754166672736,2.8563680263891573,1001.2963233460885,72,3,"Fe,Na,O",Orthorhombic,Pca2_1,29,ok,
mp-1640545,Na2VBPO7,ABCD2E7,1.5253999999999999,0.09193030677085545,2.552102488646748,652.481323493241,48,5,"B,Na,O,P,V",Triclinic,P-1,2,ok,
mp-1644086,Na2VBPO7,ABCD2E7,1.5116999999999998,0.09277974239585518,2.5540893747354945,651.9737429529359,48,5,"B,Na,O,P,V",Monoclinic,Cm,8,ok,
mp-1644889,Na5Fe2P2(CO7)2,A2B2C2D5E14,1.5622,0.01243220039999926,2.817646782686558,632.4740378263346,50,5,"C,Fe,Na,O,P",Triclinic,P1,1,ok,
mp-1650004,Na3CoBSO7,ABCD3E7,2.2089999999999996,0.12933977628205096,2.8873763902109126,325.2487477173948,26,5,"B,Co,Na,O,S",Triclinic,P1,1,ok,
mp-1653394,Na3CoPCO7,ABCD3E7,2.9774000000000003,0.018479424615398088,2.9710631145608613,632.4172389859966,52,5,"C,Co,Na,O,P",Triclinic,P1,1,ok,
mp-16553,NaCa9Mn(PO4)7,ABC7D9E28,4.2717,0.0,3.083629465258278,1188.396701520301,92,5,"Ca,Mn,Na,O,P",Trigonal,R3c,161,ok,
mp-1666747,Na5Fe2P2(CO7)2,A2B2C2D5E14,1.1586,0.015331173199998993,2.822612246713973,631.3614064024623,50,5,"C,Fe,Na,O,P",Triclinic,P1,1,ok,
mp-1667139,NaLi2FePCO7,ABCDE2F7,3.9832000000000005,0.02578505903846029,2.8069199273359247,586.1379851848045,52,6,"C,Fe,Li,Na,O,P",Triclinic,P1,1,ok,
mp-1667345,Na3CoAsCO7,ABCD3E7,2.963,0.002425050961538666,3.2767785217520236,662.4982205319359,52,5,"As,C,Co,Na,O",Triclinic,P1,1,ok,
mp-1667394,NaLi2MnPCO7,ABCDE2F7,3.5987999999999998,0.024327490448736278,2.72243060179282,602.1157170578609,52,6,"C,Li,Mn,Na,O,P",Triclinic,P-1,2,ok,
mp-16737,Na2BeB2O5,AB2C2D5,4.7156,0.0,2.386398468928435,217.95037458129667,20,4,"B,Be,Na,O",Monoclinic,C2/c,15,ok,
mp-16777,NaAlP2O7,ABC2D7,5.2801,0.009105343560603885,2.987200662833976,497.8828492717763,44,4,"Al,Na,O,P",Monoclinic,P2_1/c,14,ok,
mp-16839,Na3WN3,AB3C3,1.7693999999999999,0.0,4.605338993534746,425.22450666251893,28,3,"N,Na,W",Monoclinic,Cc,9,ok,
mp-16889,Na6Sn2Se7,A2B6C7,1.4178999999999997,0.007049615916666863,3.6632244033805366,841.3957927030866,30,3,"Na,Se,Sn",Monoclinic,C2/c,15,ok,
mp-16927,NaTbGeO4,ABCD4,3.5987999999999998,0.0,5.234707779530184,404.20153953473994,28,4,"Ge,Na,O,Tb",Orthorhombic,Pnma,62,ok,
mp-16930,Na3GeTe3,AB3C3,1.3032000000000001,0.006524802857143186,3.79687768326997,917.3876183692672,28,3,"Ge,Na,Te",Monoclinic,P2_1/c,14,ok,
mp-16956,Na3Sc2(PO4)3,A2B3C3D12,4.6575,0.0,2.845352248546705,517.9951256998719,40,4,"Na,O,P,Sc",Monoclinic,Cc,9,ok,
mp-16961,Na6Si2Se7,A2B6C7,2.1551,0.0,3.221112986779372,770.0069881144412,30,3,"Na,Se,Si",Monoclinic,C2/c,15,ok,
mp-16970,Na2Si2O5,A2B2C5,4.4295,0.003324202777778673,2.51874223438064,480.3399092735949,36,3,"Na,O,Si",Orthorhombic,Pbcn,60,ok,
mp-17060,NaAlSe2,ABC2,2.2333,0.0,3.4808230122395516,793.4023364238976,32,3,"Al,Na,Se",Monoclinic,C2/c,15,ok,
mp-17125,CsNa3Li12(GeO4)4,AB3C4D12E16,3.7822999999999998,0.0005680809722212743,3.2785695174622056,421.2504358024085,36,5,"Cs,Ge,Li,Na,O",Tetragonal,I4/m,87,ok,
mp-17142,NaCrP2O7,ABC2D7,2.7103,0.0,3.141769926386237,526.2723375949221,44,4,"Cr,Na,O,P",Monoclinic,P2_1/c,14,ok,
mp-17148,Na3GaSe3,AB3C3,2.0633,0.0,3.5178255480612592,709.1340737080903,28,3,"Ga,Na,Se",Monoclinic,P2_1/c,14,ok,
mp-17164,NaNbGeO5,ABCD5,3.0795999999999997,0.008173450937499105,4.110857214806098,433.8849659613871,32,4,"Ge,Na,Nb,O",Monoclinic,P2_1/c,14,ok,
mp-17165,Cs2NaCr(CN)6,ABC2D6E6,1.8425024206397158,0.15215356479166697,2.401919499382987,687.0536764479236,32,5,"C,Cr,Cs,N,Na",Monoclinic,P2_1/c,14,ok,
mp-17183,Na2BeSiO4,ABC2D4,4.5465,0.0,2.8556108181333557,342.09631654767503,32,4,"Be,Na,O,Si",Monoclinic,P2_1/c,14,ok,
mp-17240,RbNa3Li12(SiO4)4,AB3C4D12E16,4.589,0.0,2.624180051042367,383.5060065856116,36,5,"Li,Na,O,Rb,Si",Tetragonal,I4/m,87,ok,
mp-17245,Na3TaF8,AB3C8,4.8651,0.0,4.625229669109342,288.5815530181055,24,3,"F,Na,Ta",Monoclinic,C2/c,15,ok,
mp-17259,NaSrCrF6,ABCD6,2.0585,0.0,3.5146164278923466,522.7300933259909,36,4,"Cr,F,Na,Sr",Monoclinic,P2_1/c,14,ok,
mp-17291,Na3SiTe3,AB3C3,1.9235999999999995,0.0,3.5718171995434385,892.3386739156424,28,3,"Na,Si,Te",Monoclinic,P2_1/c,14,ok,
mp-17297,Na2GeF6,AB2C6,5.7875,0.0,3.280295397796595,353.25287131740987,27,3,"F,Ge,Na",Trigonal,P321,150,ok,
